, ,Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),ID,FRAME,mg_volume,mask_volume
3013,3014,3013,obj3014-val3014,3014,0,1282.07,221.346,217.021,1282.07,221.346,217.021,1271,211,198,1293,231,238,19803,0.389,7707,7707,3452,3452,2342.635,0.163,0.547,0.523,0.805,0.163,0.547,0.975,18.676,1.656,1.186,8390.846,0.919,6.681,21.521,12.796,2.944,MD620,8,1128.5411764705882,45342.0
3061,3062,3061,obj3062-val3062,3062,0,1338.915,1284.318,222.485,1338.915,1284.318,222.485,1317,1261,202,1359,1306,239,75164,0.188,14102,14102,10424,10424,7089.99,0.02,0.271,0.063,0.398,0.02,0.271,0.915,22.857,1.199,1.42,24504.615,0.575,3.155,29.725,16.062,4.752,MD620,8,3330.164705882353,97388.0
3092,3093,3092,obj3093-val3093,3093,0,765.171,125.603,234.739,765.171,125.603,234.739,729,99,204,817,163,270,387595,0.152,58792,58792,27496,27496,18932.975,0.019,0.266,0.058,0.386,0.019,0.266,0.946,46.102,1.702,1.382,102556.159,0.573,5.062,58.335,27.797,10.049,MD620,8,4770.458823529412,234061.0
3239,3240,3239,obj3240-val3240,3240,0,1473.167,547.434,259.216,1473.167,547.434,259.216,1424,515,216,1510,575,293,413946,0.159,66013,66013,25888,25888,17669.116,0.028,0.305,0.089,0.447,0.028,0.305,0.958,43.298,1.575,1.13,121332.741,0.544,8.908,60.622,28.569,9.785,MD620,8,0.4980392156862745,218023.0
3396,3397,3396,obj3397-val3397,3397,0,801.227,680.402,248.926,801.227,680.402,248.926,781,661,226,820,702,280,92400,0.277,25582,25582,10138,10138,6863.564,0.071,0.414,0.229,0.612,0.071,0.414,0.967,22.85,1.215,1.074,31526.439,0.811,8.005,35.246,18.515,3.939,MD620,8,1573.450980392157,97924.0
4165,4166,4165,obj4166-val4166,4166,0,674.064,625.959,302.607,674.064,625.959,302.607,667,619,292,679,638,315,6240,0.172,1075,1075,1118,1118,734.183,0.094,0.454,0.33,0.691,0.094,0.454,0.916,12.056,1.377,2.131,1816.695,0.592,1.976,15.104,7.197,2.784,MD620,8,816.0,23217.0
162,163,162,obj163-val163,163,0,1715.254,1454.176,16.759,1715.254,1454.176,16.759,1690,1432,0,1739,1475,35,79200,0.103,8171,8171,8164,8164,5571.166,0.014,0.24,0.044,0.352,0.014,0.24,0.877,30.264,1.536,2.01,24494.626,0.334,0.895,30.375,16.391,6.018,MD620,9,163.0,85577.0
187,188,187,obj188-val188,188,0,1331.421,1480.467,11.722,1331.421,1480.467,11.722,1320,1473,0,1348,1489,19,9860,0.168,1661,1661,1518,1518,988.479,0.089,0.447,0.323,0.686,0.089,0.447,0.926,16.084,2.099,1.511,2619.06,0.634,2.896,18.503,9.006,3.617,MD620,9,25.0,28789.0
245,246,245,obj246-val246,246,0,1665.568,1554.922,4.556,1665.568,1554.922,4.556,1652,1541,0,1680,1572,16,15776,0.213,3353,3353,2868,2868,2011.428,0.054,0.378,0.156,0.539,0.054,0.378,0.919,22.138,2.398,1.299,6085.508,0.551,1.11,21.05,11.27,4.023,MD620,9,0.0,41352.0
287,288,287,obj288-val288,288,0,1451.494,1594.466,7.802,1451.494,1594.466,7.802,1428,1578,0,1468,1609,38,51168,0.113,5772,5772,4612,4612,3205.173,0.038,0.337,0.114,0.485,0.038,0.337,0.918,22.609,1.771,1.388,11121.798,0.519,2.725,34.596,13.576,5.27,MD620,9,0.0,61099.0
351,352,351,obj352-val352,352,0,1172.316,1670.853,3.689,1172.316,1670.853,3.689,1158,1665,0,1182,1679,12,4875,0.238,1162,1162,1156,1156,795.656,0.099,0.462,0.303,0.672,0.099,0.462,0.922,14.938,2.144,1.207,2516.196,0.462,0.467,14.808,7.699,2.849,MD620,9,0.0,24325.0
490,491,490,obj491-val491,491,0,151.203,1030.529,24.081,151.203,1030.529,24.081,82,979,3,221,1098,50,806400,0.046,37150,37150,34390,34390,22586.651,0.004,0.157,0.014,0.238,0.004,0.157,0.872,87.238,1.937,4.004,185117.521,0.201,0.519,86.809,41.497,17.688,MD620,9,3863.0,341177.0
530,531,530,obj531-val531,531,0,1330.119,1792.409,14.564,1330.119,1792.409,14.564,1314,1774,4,1343,1805,25,21120,0.113,2379,2379,2714,2714,1780.845,0.032,0.318,0.113,0.484,0.032,0.318,0.875,18.106,1.363,2.292,5839.055,0.407,0.61,21.218,10.267,3.988,MD620,9,0.0,41674.0
812,813,812,obj813-val813,813,0,1277.28,1580.949,21.521,1277.28,1580.949,21.521,1262,1568,9,1293,1590,33,18400,0.128,2364,2364,2608,2608,1727.977,0.036,0.329,0.122,0.497,0.036,0.329,0.882,18.441,1.805,1.437,5611.821,0.421,0.557,19.56,9.926,4.059,MD620,9,0.0,38251.0
863,864,863,obj864-val864,864,0,272.521,1059.212,17.709,272.521,1059.212,17.709,250,1043,10,297,1082,24,28800,0.133,3841,3841,3644,3644,2337.521,0.034,0.325,0.131,0.507,0.034,0.325,0.899,25.936,2.635,1.638,6425.459,0.598,2.565,33.144,12.958,6.311,MD620,9,151.0,50357.0
1107,1108,1107,obj1108-val1108,1108,0,1707.606,601.588,300.345,1707.606,601.588,300.345,1699,596,286,1716,609,312,6804,0.167,1133,1133,1286,1286,844.943,0.068,0.409,0.241,0.622,0.068,0.409,0.897,12.037,1.461,1.57,2180.863,0.52,2.089,15.337,7.357,2.702,MD620,9,0.0,25413.0
1148,1149,1148,obj1149-val1149,1149,0,231.305,1022.458,22.377,231.305,1022.458,22.377,204,997,13,257,1045,36,63504,0.087,5497,5497,5704,5704,3687.956,0.018,0.264,0.068,0.408,0.018,0.264,0.877,44.143,3.037,2.184,17892.963,0.307,0.667,37.075,19.4,7.966,MD620,9,460.0,73951.0
1364,1365,1364,obj1365-val1365,1365,0,89.485,958.724,37.965,89.485,958.724,37.965,74,945,18,105,974,55,36480,0.099,3615,3615,3482,3482,2308.085,0.035,0.327,0.12,0.494,0.035,0.327,0.898,16.9,1.139,1.939,8032.722,0.45,0.559,21.494,11.183,4.218,MD620,9,667.0,49467.0
1586,1587,1586,obj1587-val1587,1587,0,246.809,456.11,37.088,246.809,456.11,37.088,229,445,23,264,468,51,25056,0.072,1815,1815,2212,2212,1435.481,0.034,0.325,0.126,0.501,0.034,0.325,0.868,23.527,1.851,3.355,4747.266,0.382,1.199,24.112,11.847,5.232,MD620,9,219.0,41205.0
1600,1601,1600,obj1601-val1601,1601,0,123.531,663.658,29.146,123.531,663.658,29.146,114,652,23,131,676,37,6750,0.216,1457,1457,1454,1454,953.156,0.078,0.427,0.277,0.652,0.078,0.427,0.914,12.964,1.554,1.477,2559.63,0.569,1.451,13.528,7.548,2.552,MD620,9,13.0,25979.0
1603,1604,1603,obj1604-val1604,1604,0,74.091,721.089,43.821,74.091,721.089,43.821,24,683,23,123,756,72,370000,0.128,47423,47423,23700,23700,15859.258,0.019,0.267,0.064,0.4,0.019,0.267,0.943,48.128,1.828,1.884,74151.007,0.64,4.45,53.626,28.671,10.114,MD620,9,4193.0,214360.0
1740,1741,1740,obj1741-val1741,1741,0,164.642,738.925,39.652,164.642,738.925,39.652,146,725,25,176,747,54,21390,0.081,1742,1742,2018,2018,1332.074,0.042,0.347,0.145,0.526,0.042,0.347,0.88,15.234,1.289,1.454,6126.613,0.284,1.756,20.324,9.506,3.841,MD620,9,990.0,37086.0
1768,1769,1768,obj1769-val1769,1769,0,912.556,1641.105,49.495,912.556,1641.105,49.495,862,1613,25,949,1669,71,235752,0.153,36134,36134,20608,20608,13880.516,0.017,0.256,0.055,0.381,0.017,0.256,0.933,38.452,1.69,1.247,66886.023,0.54,5.087,52.966,24.058,8.911,MD620,9,0.0,173791.0
1829,1830,1829,obj1830-val1830,1830,0,1128.898,1062.738,48.461,1128.898,1062.738,48.461,1104,1043,27,1154,1084,69,92106,0.218,20055,20055,10442,10442,7077.399,0.04,0.342,0.128,0.504,0.04,0.342,0.948,24.132,1.362,1.069,29672.959,0.676,2.555,34.882,17.237,4.549,MD620,9,85.0,99577.0
2372,2373,2372,obj2373-val2373,2373,0,663.435,185.359,62.428,663.435,185.359,62.428,653,175,44,674,198,80,19536,0.14,2741,2741,2964,2964,1973.757,0.033,0.32,0.111,0.48,0.033,0.32,0.883,23.564,1.91,1.393,10782.001,0.254,0.708,20.76,12.285,4.053,MD620,9,3140.0,46067.0
2456,2457,2456,obj2457-val2457,2457,0,1446.674,1784.984,69.002,1446.674,1784.984,69.002,1436,1775,45,1455,1795,79,14700,0.212,3113,3113,2488,2488,1697.381,0.071,0.414,0.224,0.607,0.071,0.414,0.931,14.584,1.322,1.449,5132.976,0.606,3.031,24.956,9.909,3.659,MD620,9,0.0,37229.0
2530,2531,2530,obj2531-val2531,2531,0,188.956,804.983,58.73,188.956,804.983,58.73,180,797,47,195,811,65,4560,0.221,1008,1008,1008,1008,647.488,0.112,0.482,0.423,0.751,0.112,0.482,0.926,9.718,1.494,1.025,1681.419,0.599,0.732,12.769,6.479,2.073,MD620,9,31.0,20841.0
2574,2575,2574,obj2575-val2575,2575,0,482.386,1383.805,79.186,482.386,1383.805,79.186,448,1346,48,511,1418,108,284992,0.196,55891,55891,21922,21922,14899.196,0.034,0.322,0.107,0.474,0.034,0.322,0.96,40.607,1.738,1.27,73131.968,0.764,9.28,44.994,25.613,7.269,MD620,9,736.0,180248.0
2643,2644,2643,obj2644-val2644,2644,0,242.003,413.348,57.496,242.003,413.348,57.496,229,399,52,255,427,64,10179,0.191,1942,1942,1796,1796,1157.719,0.074,0.419,0.275,0.65,0.074,0.419,0.92,16.491,1.955,1.654,2970.206,0.654,0.606,16.687,9.008,3.38,MD620,9,0.0,29874.0
2881,2882,2881,obj2882-val2882,2882,0,470.969,1469.71,84.886,470.969,1469.71,84.886,441,1431,63,493,1503,119,220533,0.172,37857,37857,16770,16770,11404.317,0.034,0.325,0.109,0.478,0.034,0.325,0.955,37.103,1.738,1.221,58035.678,0.652,5.218,42.325,22.88,6.872,MD620,9,663.0,148414.0
3040,3041,3040,obj3041-val3041,3041,0,473.607,204.402,91.258,473.607,204.402,91.258,460,193,78,484,216,105,16800,0.128,2152,2152,2460,2460,1606.192,0.035,0.328,0.126,0.502,0.035,0.328,0.877,16.07,1.22,1.814,6441.254,0.334,0.619,18.785,9.849,3.452,MD620,9,1159.0,38161.0
3090,3091,3090,obj3091-val3091,3091,0,467.692,216.59,107.41,467.692,216.59,107.41,455,203,82,484,223,126,28350,0.117,3316,3316,2732,2732,1846.189,0.061,0.394,0.198,0.582,0.061,0.394,0.925,24.579,2.242,1.74,7111.476,0.466,2.64,26.892,12.602,5.481,MD620,9,715.0,44209.0
3285,3286,3285,obj3286-val3286,3286,0,1370.637,564.137,121.097,1370.637,564.137,121.097,1353,547,98,1386,579,142,50490,0.206,10415,10415,6716,6716,4575.612,0.04,0.343,0.128,0.504,0.04,0.343,0.935,21.058,1.508,1.031,16674.44,0.625,0.4,24.762,13.617,3.936,MD620,9,0.0,65585.0
3348,3349,3348,obj3349-val3349,3349,0,90.676,574.021,138.224,90.676,574.021,138.224,64,546,107,113,602,161,156750,0.186,29157,29157,15222,15222,10388.07,0.027,0.301,0.086,0.441,0.027,0.301,0.944,25.007,1.096,1.164,46872.322,0.622,2.295,42.482,19.88,5.582,MD620,9,0.0,137759.0
3418,3419,3418,obj3419-val3419,3419,0,335.968,388.153,134.227,335.968,388.153,134.227,320,364,115,350,413,149,54250,0.212,11486,11486,7156,7156,4831.812,0.041,0.344,0.132,0.51,0.041,0.344,0.938,24.496,1.742,1.143,17740.901,0.647,2.66,30.004,15.236,4.54,MD620,9,457.0,75347.0
3464,3465,3464,obj3465-val3465,3465,0,1167.887,1431.978,133.12,1167.887,1431.978,133.12,1154,1418,119,1181,1444,150,24192,0.125,3030,3030,2758,2758,1794.91,0.049,0.367,0.18,0.564,0.049,0.367,0.911,15.876,1.54,1.192,5927.09,0.511,0.992,19.678,9.896,3.371,MD620,9,281.0,41550.0
3502,3503,3502,obj3503-val3503,3503,0,1489.787,1204.532,150.397,1489.787,1204.532,150.397,1466,1174,125,1514,1240,178,177282,0.18,31959,31959,12768,12768,8578.685,0.055,0.381,0.183,0.568,0.055,0.381,0.964,33.967,1.74,1.275,42488.789,0.752,8.446,38.677,22.158,6.376,MD620,9,646.0,124085.0
3728,3729,3728,obj3729-val3729,3729,0,724.396,76.964,177.794,724.396,76.964,177.794,697,46,147,750,111,205,210276,0.247,51852,51852,18430,18430,12387.903,0.049,0.365,0.16,0.543,0.049,0.365,0.967,30.465,1.134,1.438,64014.054,0.81,8.061,38.671,23.166,4.975,MD620,9,784.0,154817.0
3832,3833,3832,obj3833-val3833,3833,0,282.27,406.034,178.261,282.27,406.034,178.261,264,388,157,296,423,197,48708,0.251,12247,12247,6298,6298,4217.131,0.068,0.408,0.226,0.609,0.068,0.408,0.956,20.547,1.466,1.07,15808.194,0.775,5.538,24.209,14.514,3.315,MD620,9,0.0,66271.0
3858,3859,3858,obj3859-val3859,3859,0,1411.684,1643.377,191.1,1411.684,1643.377,191.1,1374,1608,160,1452,1675,222,338436,0.237,80114,80114,28354,28354,18966.156,0.032,0.317,0.106,0.474,0.032,0.317,0.963,41.486,1.237,1.815,107745.473,0.744,5.586,50.497,28.487,7.998,MD620,9,328.843137254902,217526.0
3859,3860,3859,obj3860-val3860,3860,0,1338.889,1691.357,170.105,1338.889,1691.357,170.105,1326,1684,160,1346,1704,181,9702,0.157,1522,1522,1684,1684,1127.401,0.055,0.38,0.183,0.568,0.055,0.38,0.893,14.092,1.559,1.682,2868.789,0.531,0.388,18.707,7.888,3.227,MD620,9,0.0,28129.0
3947,3948,3947,obj3948-val3948,3948,0,1398.924,14.322,186.286,1398.924,14.322,186.286,1391,8,170,1410,21,202,9240,0.326,3009,3009,1988,1988,1312.592,0.13,0.507,0.453,0.768,0.13,0.507,0.956,14.139,1.352,1.772,3653.823,0.824,3.335,17.192,9.419,2.648,MD620,9,0.0,31401.0
3949,3950,3949,obj3950-val3950,3950,0,719.23,365.866,196.536,719.23,365.866,196.536,700,344,170,739,387,226,100320,0.163,16351,16351,11552,11552,7754.313,0.02,0.27,0.065,0.402,0.02,0.27,0.918,24.459,1.225,1.314,31069.897,0.526,0.535,30.435,16.708,5.118,MD620,9,2404.7333333333336,103781.0
4124,4125,4124,obj4125-val4125,4125,0,1278.821,223.642,200.672,1278.821,223.642,200.672,1269,207,183,1288,235,215,19140,0.352,6730,6730,3008,3008,2025.174,0.188,0.573,0.617,0.851,0.188,0.573,0.977,15.869,1.246,1.485,7267.877,0.926,6.021,19.932,11.779,2.232,MD620,9,233.4823529411765,40600.0
4262,4263,4262,obj4263-val4263,4263,0,780.965,123.994,226.145,780.965,123.994,226.145,740,82,195,822,171,256,463140,0.163,75528,75528,28002,28002,19866.84,0.029,0.309,0.082,0.435,0.029,0.309,0.961,48.978,1.692,1.601,107434.891,0.703,6.483,54.317,28.787,9.338,MD620,9,7000.043137254902,240101.0
4309,4310,4309,obj4310-val4310,4310,0,1459.118,555.806,236.32,1459.118,555.806,236.32,1415,515,201,1493,585,291,510419,0.146,74626,74626,23522,23522,16379.064,0.048,0.364,0.143,0.523,0.048,0.364,0.971,42.76,1.616,1.147,109284.854,0.683,5.299,59.279,28.801,8.347,MD620,9,0.0,216351.0
4354,4355,4354,obj4355-val4355,4355,0,813.075,702.056,227.278,813.075,702.056,227.278,789,682,203,833,726,247,91125,0.312,28472,28472,7702,7702,5686.779,0.201,0.585,0.499,0.793,0.201,0.585,0.987,25.187,1.383,1.089,32149.126,0.886,4.789,32.875,19.165,3.662,MD620,9,2789.356862745098,89039.0
4722,4723,4722,obj4723-val4723,4723,0,1397.605,32.384,267.115,1397.605,32.384,267.115,1387,16,229,1409,52,310,69782,0.089,6209,6209,5412,5412,3586.666,0.028,0.302,0.094,0.455,0.028,0.302,0.904,48.605,4.949,1.295,15159.107,0.41,3.344,46.201,21.639,10.808,MD620,9,0.0,75447.0
58,59,58,obj59-val59,59,0,1804.621,1293.219,3.852,1804.621,1293.219,3.852,1792,1244,0,1828,1322,16,49691,0.143,7115,7115,5472,5472,3807.765,0.035,0.327,0.104,0.47,0.035,0.327,0.92,37.185,2.041,2.836,18226.861,0.39,1.228,50.718,18.726,9.756,MD620,10,0.0,77532.0
64,65,64,obj65-val65,65,0,1417.801,1272.736,4.973,1417.801,1272.736,4.973,1406,1260,0,1430,1283,13,8400,0.196,1645,1645,1740,1740,1157.163,0.058,0.387,0.198,0.582,0.058,0.387,0.9,12.71,1.207,2.287,2583.346,0.637,1.329,15.096,8.06,2.704,MD620,10,2298.0,28683.0
83,84,83,obj84-val84,84,0,1529.293,1301.628,5.063,1529.293,1301.628,5.063,1509,1288,0,1548,1317,19,24000,0.07,1674,1674,2058,2058,1391.305,0.036,0.331,0.118,0.49,0.036,0.331,0.868,24.698,3.157,1.462,4332.077,0.386,0.696,26.726,11.198,6.187,MD620,10,726.0,38291.0
90,91,90,obj91-val91,91,0,1767.818,1313.719,4.944,1767.818,1313.719,4.944,1737,1298,0,1794,1334,17,38628,0.214,8274,8274,5120,5120,3543.932,0.058,0.386,0.174,0.558,0.058,0.386,0.944,31.492,2.934,1.355,11217.411,0.738,4.955,32.752,16.584,6.904,MD620,10,0.0,64619.0
106,107,106,obj107-val107,107,0,1827.607,1350.56,15.622,1827.607,1350.56,15.622,1803,1332,0,1851,1367,34,61740,0.183,11292,11292,6440,6440,4373.58,0.054,0.378,0.172,0.557,0.054,0.378,0.947,25.615,1.779,1.247,17843.47,0.633,5.733,29.259,15.583,5.046,MD620,10,0.0,71597.0
201,202,201,obj202-val202,202,0,1446.448,1450.132,5.805,1446.448,1450.132,5.805,1439,1437,0,1458,1460,22,11040,0.161,1776,1776,1826,1826,1286.351,0.059,0.388,0.168,0.551,0.059,0.388,0.903,14.916,1.577,1.301,4294.373,0.414,0.506,17.188,8.514,3.252,MD620,10,4.0,31862.0
226,227,226,obj227-val227,227,0,1640.125,1483.513,7.022,1640.125,1483.513,7.022,1629,1474,0,1652,1491,19,8640,0.174,1503,1503,1608,1608,1106.521,0.061,0.395,0.189,0.573,0.061,0.395,0.9,15.151,1.559,2.159,2775.607,0.542,1.492,18.431,8.676,3.303,MD620,10,0.0,30109.0
238,239,238,obj239-val239,239,0,1577.26,1504.585,4.477,1577.26,1504.585,4.477,1565,1494,0,1592,1515,22,14168,0.225,3184,3184,2460,2460,1735.06,0.077,0.425,0.22,0.603,0.077,0.425,0.935,14.42,1.305,1.276,5781.58,0.551,1.826,20.877,9.767,3.1,MD620,10,89.0,38227.0
239,240,239,obj240-val240,240,0,1652.274,1501.7,6.521,1652.274,1501.7,6.521,1644,1494,0,1663,1512,16,6460,0.276,1785,1785,1604,1604,1106.385,0.087,0.444,0.266,0.643,0.087,0.444,0.927,12.214,1.568,1.24,2503.475,0.713,0.891,14.414,7.534,2.289,MD620,10,0.0,26102.0
442,443,442,obj443-val443,443,0,1079.752,1572.372,20.94,1079.752,1572.372,20.94,1063,1559,6,1104,1587,31,31668,0.089,2817,2817,3082,3082,2059.241,0.031,0.313,0.103,0.468,0.031,0.313,0.88,22.079,2.265,1.16,7577.308,0.372,1.752,24.709,11.297,4.716,MD620,10,0.0,46347.0
451,452,451,obj452-val452,452,0,341.343,1057.11,28.357,341.343,1057.11,28.357,323,1044,7,362,1069,40,35360,0.092,3269,3269,3084,3084,2066.714,0.041,0.345,0.137,0.515,0.041,0.345,0.904,23.77,1.878,1.966,8116.798,0.403,1.019,23.026,12.238,4.787,MD620,10,49.0,46612.0
493,494,493,obj494-val494,494,0,1676.053,1364.213,17.03,1676.053,1364.213,17.03,1669,1356,8,1684,1372,33,7072,0.206,1459,1459,1296,1296,891.14,0.111,0.48,0.34,0.698,0.111,0.48,0.934,12.882,1.664,1.561,2072.652,0.704,2.428,18.179,7.784,3.006,MD620,10,0.0,25435.0
566,567,566,obj567-val567,567,0,84.697,574.203,21.021,84.697,574.203,21.021,53,558,10,111,592,30,43365,0.11,4770,4770,4654,4654,3008.172,0.026,0.294,0.095,0.456,0.026,0.294,0.89,28.432,2.225,2.035,9555.752,0.499,1.725,33.006,14.044,6.57,MD620,10,158.0,60774.0
658,659,658,obj659-val659,659,0,35.664,580.296,20.902,35.664,580.296,20.902,28,571,13,50,593,27,7935,0.145,1154,1154,1340,1340,855.807,0.063,0.397,0.24,0.622,0.063,0.397,0.891,12.742,1.365,2.199,2113.861,0.546,0.972,14.63,7.479,2.677,MD620,10,52.0,24735.0
766,767,766,obj767-val767,767,0,25.282,1060.107,24.622,25.282,1060.107,24.622,0,1043,17,52,1076,35,34238,0.131,4501,4501,4270,4270,2755.796,0.029,0.309,0.109,0.478,0.029,0.309,0.896,31.252,2.748,1.917,8835.088,0.509,1.203,29.812,14.621,6.988,MD620,10,672.0,55170.0
780,781,780,obj781-val781,781,0,1122.104,1670.264,29.951,1122.104,1670.264,29.951,1111,1655,17,1132,1679,44,15400,0.109,1679,1679,2006,2006,1335.119,0.039,0.341,0.134,0.512,0.039,0.341,0.874,14.004,1.247,1.572,4709.964,0.356,2.121,17.848,8.776,3.33,MD620,10,0.0,34656.0
819,820,819,obj820-val820,820,0,1164.974,1653.391,34.434,1164.974,1653.391,34.434,1147,1638,18,1178,1668,50,32736,0.23,7534,7534,4464,4464,2965.52,0.072,0.416,0.246,0.627,0.072,0.416,0.95,18.651,1.215,1.503,12241.082,0.615,1.136,21.605,12.91,3.866,MD620,10,0.0,54435.0
856,857,856,obj857-val857,857,0,308.846,1073.094,29.02,308.846,1073.094,29.02,298,1067,19,319,1078,38,5280,0.221,1165,1165,1170,1170,767.568,0.096,0.458,0.339,0.698,0.096,0.458,0.92,12.267,1.755,1.311,1915.398,0.608,2.259,14.077,7.163,2.516,MD620,10,282.0,23148.0
971,972,971,obj972-val972,972,0,202.185,734.291,30.308,202.185,734.291,30.308,182,722,21,215,747,48,24752,0.112,2772,2772,2924,2924,1898.85,0.035,0.326,0.127,0.503,0.035,0.326,0.887,20.197,1.801,1.323,8046.74,0.344,0.773,20.462,10.987,4.073,MD620,10,1842.0,42804.0
981,982,981,obj982-val982,982,0,360.167,952.913,28.592,360.167,952.913,28.592,347,945,21,382,970,38,16848,0.087,1462,1462,1670,1670,1089.555,0.052,0.373,0.187,0.572,0.052,0.373,0.888,20.944,3.094,1.133,3546.837,0.412,0.45,28.497,9.876,5.525,MD620,10,63.0,32237.0
1036,1037,1036,obj1037-val1037,1037,0,192.802,404.48,35.441,192.802,404.48,35.441,170,381,22,219,424,58,81400,0.069,5622,5622,5008,5008,3289.723,0.028,0.305,0.1,0.465,0.028,0.305,0.902,31.638,2.513,1.555,13509.972,0.416,2.884,34.418,15.848,7.572,MD620,10,39.0,68119.0
1084,1085,1084,obj1085-val1085,1085,0,390.518,1000.218,30.261,390.518,1000.218,30.261,371,985,22,415,1015,42,29295,0.074,2157,2157,2680,2680,1765.04,0.027,0.301,0.096,0.457,0.027,0.301,0.859,24.881,2.105,1.755,8293.659,0.26,0.955,28.395,11.758,5.929,MD620,10,61.0,45243.0
1150,1151,1150,obj1151-val1151,1151,0,237.467,406.766,42.822,237.467,406.766,42.822,209,367,23,277,447,61,217971,0.077,16771,16771,13504,13504,9079.362,0.013,0.235,0.043,0.349,0.013,0.235,0.901,50.254,2.565,1.569,51499.603,0.326,3.154,55.138,24.718,11.769,MD620,10,0.0,146869.0
1215,1216,1215,obj1216-val1216,1216,0,360.111,987.366,29.649,360.111,987.366,29.649,348,978,23,376,994,39,8381,0.177,1480,1480,1866,1866,1227.613,0.038,0.337,0.134,0.512,0.038,0.337,0.866,17.31,2.319,1.18,3423.98,0.432,0.734,16.384,8.59,3.374,MD620,10,75.0,30582.0
1417,1418,1417,obj1418-val1418,1418,0,7.924,1023.321,36.123,7.924,1023.321,36.123,0,1013,25,19,1031,43,7220,0.167,1204,1204,1304,1304,859.51,0.074,0.42,0.258,0.637,0.074,0.42,0.905,13.831,1.895,1.34,2301.76,0.523,0.352,13.853,7.641,2.578,MD620,10,49.0,25172.0
1503,1504,1503,obj1504-val1504,1504,0,233.824,441.072,36.952,233.824,441.072,36.952,224,423,27,252,457,48,22330,0.08,1797,1797,2088,2088,1410.227,0.04,0.342,0.13,0.507,0.04,0.342,0.879,26.821,3.289,1.645,4542.354,0.396,0.828,26.137,12.12,5.462,MD620,10,0.0,38666.0
1560,1561,1560,obj1561-val1561,1561,0,1634.755,1596.9,38.292,1634.755,1596.9,38.292,1629,1590,28,1642,1604,50,4830,0.273,1321,1321,1208,1208,807.436,0.112,0.482,0.375,0.721,0.112,0.482,0.933,10.075,1.324,1.468,1664.121,0.794,2.046,12.491,6.646,1.792,MD620,10,0.0,21594.0
1573,1574,1573,obj1574-val1574,1574,0,212.802,970.282,36.365,212.802,970.282,36.365,201,957,29,223,988,43,11040,0.102,1129,1129,1356,1356,867.555,0.058,0.387,0.221,0.604,0.058,0.387,0.885,22.257,4.222,1.229,2108.835,0.535,0.83,19.7,10.118,4.928,MD620,10,275.0,27888.0
1660,1661,1660,obj1661-val1661,1661,0,32.355,1032.542,38.094,32.355,1032.542,38.094,21,1024,32,44,1043,46,7200,0.196,1411,1411,1570,1570,1022.349,0.058,0.387,0.211,0.595,0.058,0.387,0.894,14.33,2.187,1.152,2238.113,0.63,1.993,14.38,7.708,2.82,MD620,10,35.0,26716.0
1745,1746,1745,obj1746-val1746,1746,0,78.036,534.333,43.74,78.036,534.333,43.74,53,515,34,97,561,52,40185,0.136,5456,5456,5050,5050,3279.451,0.026,0.297,0.095,0.457,0.026,0.297,0.897,24.384,1.114,3.503,13959.1,0.391,1.259,35.297,15.395,6.653,MD620,10,679.0,69714.0
1773,1774,1773,obj1774-val1774,1774,0,1127.523,1060.085,62.008,1127.523,1060.085,62.008,1101,1037,34,1156,1082,80,121072,0.245,29688,29688,12766,12766,8499.248,0.048,0.363,0.162,0.546,0.048,0.363,0.959,27.935,1.335,1.367,37464.0,0.792,6.1,34.602,20.375,4.708,MD620,10,668.0,117491.0
2204,2205,2204,obj2205-val2205,2205,0,186.399,728.661,52.873,186.399,728.661,52.873,162,707,46,207,741,60,24150,0.102,2466,2466,2532,2532,1631.617,0.042,0.349,0.158,0.541,0.042,0.349,0.895,26.198,3.396,1.401,4660.309,0.529,1.321,33.028,12.607,6.726,MD620,10,703.0,43405.0
2300,2301,2300,obj2301-val2301,2301,0,121.707,557.323,56.392,121.707,557.323,56.392,100,544,48,143,568,65,19800,0.128,2532,2532,2606,2606,1727.8,0.041,0.345,0.141,0.52,0.041,0.345,0.894,26.17,3.654,1.104,5092.69,0.497,1.808,24.91,12.183,5.732,MD620,10,184.0,41936.0
2309,2310,2309,obj2310-val2310,2310,0,320.147,939.698,56.623,320.147,939.698,56.623,308,929,48,335,947,63,8512,0.139,1187,1187,1452,1452,928.5,0.052,0.373,0.199,0.584,0.052,0.373,0.879,14.056,1.898,1.329,2430.192,0.488,1.34,15.655,7.844,3.134,MD620,10,124.0,27279.0
